id,comment,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352261252,excelente Ligeiro.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352317328,excelente Ótimo monitor, muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352436478,excelente É o produto anunciado clm a qualidade propagada.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352544577,excelente Excelente custo-benefício.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362576739,excelente Maravilhodo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362660759,excelente Excelente produto. Ótimo custo benefício. Qualidade de cor maravilhosa. Certamente comprarei outro tão breve seja possível. Utilizo como monitor para meu notebook. Duas telas dessa mesma qualidade serão muito melhor de usar.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368155002,excelente Excelente! lindas cores! imagem nítida! tela 100% !.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377007141,excelente O monitor é ótimo e pelo custo x benefício então provavelmente é o melhor. Quase 1 ano usando todo dia e praticamente o dia todo, apesar do brilho fraco que ao meu vê foi único ponto fraco, ainda hoje o monitor tá perfeito cumpre tudo que diz.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382199045,excelente Nunca tinha visto um produto com essa qualidade de igamem e com esse custo. Benéficio valeu muito a pena.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392255193,excelente Top o monitor. Recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398573228,excelente Botão de desligar é atrás tipo uma alavanca, você faz tudo por ele e isso cagou tudo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301696476,excelente Ótimo produto. Compre o descrito. Sem dead pixel. Único problema é o ghosting, mas quem é jogador casual nem vai se importar tanto e a parte de baixo esquenta muito. Recomendo bastante.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301975469,"muito bom Cumpre o que promete, tem um leve ghosting; chega aos 165hz (estou usando 120hz no momento); brilho extremamente alto, cores vivas e baixa perda de cor em visão lateral, não recomendo para trabalho gráfico, cores estouradas, talvez melhore com perfilação. Bom custo benefício. Ponto negativo é sua estrutura e peso, que o deixa aparentemente frágil, dá medo de ajustar o angulo da altura.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304827694,excelente Monitor muito top, cumpre o que promete.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304842648,bom Monitor é bom. Porém construção, áudio e fonte deixa a desejar.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305027629,excelente Cliente hiper satisfeito. Produto de ponta!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305452517,excelente Excelente custo beneficio, cumpre com oque promete é de fato 165 hz, boas cores. O melhor é o preço.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305660104,excelente Gostei muito, um bom custo beneficio. Apesar do carregador ter um cabo fino que aparenta ser fragil e a base ser meio banba ou (molenga), achei que valeu muito a pena, peguei em uma promoção por menos de 850, então compensou d+, recomendo muito.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305821528,excelente Amei recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306001550,muito bom Pelo preço é muito bom! peca em alguns detalhes, mas trata-se de um monitor de entrada.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306019650,excelente Bom demais, tem um pouco de ghosting com as configurações de fábrica, mas é só aumentar um pouco o brilho e o contraste que resolve. Gsync funcionou na minha 1650 tranquilamente, facilmente uma das melhores compras que fiz.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307679375,excelente Correspondeu as expectativas recomendo a todos.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309753240,bom O controle de cores do monitor é ruim, tive dificuldades pra ajustar.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312557669,excelente Otimo, tudo ok.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314119178,excelente Muito top 👍😃.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314371918,muito bom Um ótimo monitor custo beneficio, valeu cada centavo!.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314911208,excelente Ótimo produto, até o momento estou satisfeito, muito bonito.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315318054,muito bom O produto atendeu as minhas espectativas, não tenho do reclamar.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316975876,excelente O monitor é excelente!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317005571,excelente Produto de qualidade, cumpre o que promete, acabemento simples e funcional, curti muito a tela quase sem borda. Testado e aprovado. Superou as expectativas ótimo custo e benefício. Recomendo!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317394301,excelente Top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318237874,excelente O produto é melhor do que eu pensei, estão de parabéns.\nSó falso uma ressalva ao menu de configuração achei com pouco opções mas isso em nada atrapalha a qualidade e uso do monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334551151,excelente Monitor muito bom, não percebi nenhum ghost na imagem, comprei pra jogar pubg. A configuração de imagem dele vem meio embaçada, mas dá pra melhorar muito arrumando o contraste e o brilho. Recomendo o monitor pra quem tem pouca grana e quer desfrutar dos 165hz.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339985708,excelente Muito bomr recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340826721,excelente Cumpre o que promete muito bonito com cabo d-port acabamento ótimo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342968613,excelente Comprei de presente pro meu filho. Ele amou o desempenho e tamanho.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346601620,excelente Muitoooooooo bom até o momento.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347047293,bom O produto em si é muito bom, mas o meu veio com um pequeno detalhe. 1 dead pixel e uma pequena manchinha, quade imperceptível.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364160024,excelente Bem bonito e grande, ótima compra.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372096229,excelente Muito bom recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398797393,excelente Qualidade de fácil instalação e custo benefício ótimo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118176363,sensacional  Produto de absoluta qualidade e muita perfeição.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118917271,legítimo custo x benefício Ótimo monitor, preço justo.\nValeu cada centavo, tem uma boa fidelidade de cores e pretos profundos, os 75hz fazem toda a diferença!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119959001,excelente produto! Monitor excelente, imagem não decepciona. Ótimo custo beneficio!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119996858,otimo monitor Veio perfeito sem problema nenhum e com o cabo junto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120653900,excelente Monitor muito bonito, tela praticamente infinita, imagem ótima.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120745409,top! Fiquei impressionado.\nNão sou especialista, mas também não esperava muito do monitor.\nNo entanto fiquei surpreso com a qualidade.\nComprei pelo preço. 779. Mas estou super satisfeito.\nNão possui regulagem de altura e nem rotação da tela.\nA borda fina é muito bacana.\nAs cores são sensacionais.\nExiste um modo gamer nas opções, mas não sei se atende a galera que joga valendo.\nUso pra trabalho (tela estendida) e assisti algumas coisas pelos streaming e achei muito top!.\nRecomendo demais!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120982216,muito bom Gostei! lindo, qualidade da imagem é boa. Recomendo demais galera!! pode comprar sem medo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122593231,excelente Achei super legal e muito nitida a imagem.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122798957,excelente custo benefício  Excelente produto, muito bom , ótima qualidade.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122823186,excelente Ótimo monitor. Nada a reclamar. Recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122921576,muito bom mesmo! O produto é de excelente qualidade.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126240192,excelente Produto agradou muito, boa qualidade de imagem, resposta ao comando muito bom, boa qualidade das cores. Indico a compra.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126823826,otima Muito bom , gostei muito rapido e dessa fez sem marca na caixa.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127751029,otimo custo beneficio  Muito bom.\nQuestao da cor como ja reclamaram aí, é só configurar! otimo custo beneficio.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127755396,excelente Maravilhoso e perfeito!.\nProduto excelente!!!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128366605,bom Comprei pra utilizar no dia a dia e jogar, atendeu as minha necessidades!.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132470678,excelente Muito bom. Era oque eu procura.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132864332,excelente . Ótimo produto. Excelente qualidade de imagem.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136076005,excelente Muito boa, recomendo muito. .,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136754771,excelente Muito bom, tela de tamanho agradavel para jogos, sem reflexo, muito bonita. 75hz pelo visto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140686742,produto com vício oculto e esta na garantia! :( Produto com vicio oculto, muito cuidado ao comprar com menos de 5 mêses de uso parou de funcionar, foi levado para assistencia técnica onde na qual ficou quase dois meses para concerto e hoje tirei da assistencia sem concerto porque nao tem peça para arrumar, aberto procon e reclame aqui para conseguir meu dinheiro devolta.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154157958,bom produto atende expectativas Muito bom produto recomendo compra.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302109917,excelente Ótimo monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302403428,tamanho ideal para gamers e trabalhos home office Excelente qualidade, pra quem gosta de games.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308660973,excelente Ótimo monitor, excelente custo beneficio.\nÚnico detalhe seria a falta de ajuste de altura.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319326367,excelente Qualidade excelente de imagem.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322316585,excelente Imagem excelente, bom contraste e brilho.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327177861,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342735488,excelente Produto top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379698623,excelente Funciona muito bem, ótimo monitor!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127699131,muito bom o produto Excelente veio conforme esperado.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129096217,gostei muito, pelo preço é um ótimo produto! Muito bonito, imagem muito perfeita!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129977482,bom Bom mais o meu esta com ghost quando eu mudo do display port pro hdmi tenho um xbox s.\nE um pc quando eu alterno entre os dois da ghost na tela.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130127841,excelente Nota 10, não deixou a desejar.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130271340,excelente Qualidade muito boa em geral fácil de montar.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136287109,satisfeito Muito lindo, me surpreende com o produto, recomendo muito.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136598832,lindo ,grande e extremamente rpido. Perfeito lindo e grande, para quem tem receio de monitor curvo como eu ja tive,pode esquecer e comprar sem medo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142465401,monitor ajudou muito o desempenho de jogar  Alto desempenho,maravilhoso,nota 10.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147810322,excelente O monitor é bb bom e bonito gostei.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147861572,custo beneficio Bom custo beneficio, mas perde um pouco de qualidade em cores.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149535262,msm sem ips a imagem muito perfeita  Uso pra cod warzone. Surpreendeu minhas espectativas. Recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149893223,top! To usando a uma semana e ta superando expectativas. Recomendo!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150224403,excelente Monitor muito tooop recomendo, só poderia ser painel ips.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150809230,excelente também para o dia a dia home office Monitor maravilhoso. Excelente qualidade de tela, e embora seja grande, e full hd, os pixels não ficam a mostra a uma distância mediana, não atrapalha, e era esse meu medo. Fico a 70 cm dele no dia a dia. O monitor te abraça pela curvatura. Uso para trabalhar , e não testei com jogos. Mas compensou demais. Fácil montagem e configuração.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151751671,show Tooop demais, recomendo tudo oque promete.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152519478,satisfeito. Otimo. Muito bom, e tudo o q eu tava precisando.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153809543,excelente Muito bom e muito bonito , eu esperava menos e atingiu mais do que eu esperava eu gostei de mais.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301655796,excelente Excelente monitor custo benefício.\nPrós: 240hz, tela curva 1500r, 0. 5ms amd freesync premium ( compatível com g-synck ) bordas bem finas.\nContras: não é painel ips e sim va. Não tem regulagem de altura nem lateral, e os botões para acessar os menus de configuração são horríveis de se mecher. Não tem alto-falantes internos.\nMesmo assim vale a pena a compra.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302588876,muito bom Produto muito bom,,.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302628933,excelente Um monitor excelente e com melhor preço no mercado seria esse modelo ,excelente custo beneficio, ta em vista dos outros é o mais barato e tem grandes qualidades que não dexa a desejar!! e tem total ghz de 240 e muitas outras qualidades , eu recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303071491,excelente Bom de mas gostei de mas do monitor esteva precisando muito tbm.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303830874,maravilhoso!! Excelente! curvo, 240hz verdadeiros, cores vivas e fortes!.\nRecomendo. Eu ja to pra comprar outro kkkkkkkkkkk.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304999972,excelente Monitor excelente, atendeu minhas expectativas.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306202792,muito ruim Após 4 meses começou a apresentar problemas, desliga sozinho.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317975786,otimo custo beneficio! Excelente monitor. Vale a pena!.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319289122,excelente Produto de primeira linha para que quer uma experiência de profissional.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393334611,ruim Prós: monitor robusto, bem construído, configurações fáceis, cores bonitas, menu em português e assistência.\nContras:.\n1. Pixels ficam se destacando como se fossem grandes demais, atrapalha mesmo na visualização de longe para itens e imagens pequenas.\n2. O freesync fica muito aparente principalmente quando se está editando vídeo ou jogando algum game, a tela fica praticamente piscando pra se adaptar ao que está acontecendo. Incomoda bastante, não é atoa que desativei o meu.\n3. O hdr é simplesmente horrível, aconselho você a nem se quer testar.\n4. A base não ajusta altura e nem rotação, apenas um pequeno ajuste lateral. E é bem frágil.\n5. Não tem fonte externa, a fonte é interna, o que dificulta no caso de danos por alguma descarga elétrica.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154396725,excelente Ótimo custo beneficio, o produto é exatamente fiel ao anunciado.\nAté o momento só elogios.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302000996,recomendo  Excelente monitor pra quem está começando agora.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303767399,excelente Até o presente momento os 2 monitores estão tudo ok. Gostei.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311375463,excelente Excelente produto, ótimo custo benefício. Compraria novamente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313760292,muito bom Meu filho adorou e bem bonito eu recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315381149,ruim Imagem não tão bom!.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329193554,muito bom E um bom monitor ele e somente hd não tem suporte para 1080p nem hdr mais vale a pena e simples e barato.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334334010,excelente Produto excelente para quem esta iniciando, eu recomendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335257655,excelente Ótimo produto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340240557,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341199694,muito bom Fiquei com dúvidas na configuração full hd mas para o meu uso específico, atendeu.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341943979,"muito bom Produto bom, belo custo benefício, e foi enviado muito rápido, porém ele não atualiza a 75hz, e não em full hd, fora isso ele é muito \perfeito\"".""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351159270,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351445468,ruim Simplesmente ele não é full hd. Ele é 1600 por 900.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360244882,bom Não é full hd, quando ligado com hdmi a taxa é no máximo 60 hz no vga sim tem 75 hz porém resolução 1024. Para um pc simples e básico ele é útil porém diferente disso não vale a pena.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365511465,excelente Monitor barato e de excelente qualidade a imagem. Custo benefício ótimo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368642852,muito bom Vale a pena o custo beneficio, pode-se comparara a muitos monitores de marcas famosas só que mais caras. A qualidade da imagem é ótima.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369029715,excelente Excelente pelo preço com certeza a melhor opção.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375569050,muito bom Produto muito bom a custo benefício.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378420638,muito bom Produto razoável. Material um pouco frágil. Não tem regulagem de altura, apenas de inclinação.\nO cabo de força veio com problema, tive que substituir. Mas, no geral, é bom.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378527357,ruim Pensei que o produto era ful hd na verdade fui enganado.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379815160,excelente Boa tela, boa imagem, apenas a base que não fica bem fixa, o monitor parece sempre estar com a base frouxa.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384597968,excelente Muito bom.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386465195,muito bom Muito bom equipamento gostei.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389266788,excelente Excelente.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389548780,muito ruim Liguei o pc e ndeu imagem.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394439924,bom Bom, simples e barato, mas a tela parece um espelho reflete tudo pra usar tem que ser fora de iluminação, pra filmes, não é boa experiência, como eu procurei preço agora fico com ele. Outra o preto é mais claro.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398960686,excelente Top.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399661529,muito ruim Não recomendo.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401432086,ruim Comprei o monitor, ja no primeiro dia o display apresentava inconsistencia na luminociosidade da tela nao estava uniforme e no segundo dia apareceu listra na tela e depois nao ligou mais. Nao posso avaliar a qualidade da marca em si, acredito que tenha vindo com defeito de fabrica.\nIsso acontece infelizmente.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60438394,custo benefício excelente O produto é bom! pelo preço é um excelente investimento. É claro que ele tem alguns reflexos se visto de forma diagonal. Mas como citei anteriormente, por 490 bozos? tá excelente e serve como um ótimo segundo monitor para trabalho.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67410542,bom, mas... Bom mas na descrição diz ser 1600x900 de resolução e é só 1366x768, e quando eu perguntei falaram q não era culpa deles.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71673113,bom monitor, experiência honesta Um monitor ótimo para tarefas simples se você não necessita de algo mais sofisticado. Me foi muito útil para atividades diárias e trabalho. Confesso que que as opções de ajuste de imagens não apresenta uma grande variedade de tonalidades, isso me incomodou um pouco, (talvez não seja o melhor monitor para trabalhar com softwares gráficos). Ainda assim estou gostando dele e acho que é um ótimo monitor pelo preço que é ofertado.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
